date,region,time,value
20250101,충장동,9,1388
20250101,동명동,9,1533
20250101,계림1동,9,1064
20250101,계림2동,9,989
20250101,산수1동,9,934
20250101,산수2동,9,805
20250101,지산1동,9,763
20250101,지산2동,9,787
20250101,서남동,9,1155
20250101,학동,9,1287
20250101,학운동,9,1010
20250101,지원1동,9,1074
20250101,지원2동,9,908
20250101,충장동,10,1532
20250101,동명동,10,1517
20250101,계림1동,10,1024
20250101,계림2동,10,986
20250101,산수1동,10,867
20250101,산수2동,10,835
20250101,지산1동,10,754
20250101,지산2동,10,749
20250101,서남동,10,1213
20250101,학동,10,1265
20250101,학운동,10,984
20250101,지원1동,10,1100
20250101,지원2동,10,998
20250101,충장동,11,1194
20250101,동명동,11,1350
20250101,계림1동,11,830
20250101,계림2동,11,927
20250101,산수1동,11,809
20250101,산수2동,11,663
20250101,지산1동,11,793
20250101,지산2동,11,668
20250101,서남동,11,990
20250101,학동,11,992
20250101,학운동,11,976
20250101,지원1동,11,825
20250101,지원2동,11,855
20250101,충장동,12,1619
20250101,동명동,12,1624
20250101,계림1동,12,1154
20250101,계림2동,12,1127
20250101,산수1동,12,1003
20250101,산수2동,12,1020
20250101,지산1동,12,830
20250101,지산2동,12,843
20250101,서남동,12,1284
20250101,학동,12,1296
20250101,학운동,12,1152
20250101,지원1동,12,1075
20250101,지원2동,12,997
20250101,충장동,13,1610
20250101,동명동,13,1607
20250101,계림1동,13,1225
20250101,계림2동,13,1202
20250101,산수1동,13,1085
20250101,산수2동,13,1061
20250101,지산1동,13,902
20250101,지산2동,13,831
20250101,서남동,13,1203
20250101,학동,13,1270
20250101,학운동,13,1196
20250101,지원1동,13,1094
20250101,지원2동,13,1139
20250101,충장동,14,1102
20250101,동명동,14,1219
20250101,계림1동,14,974
20250101,계림2동,14,777
20250101,산수1동,14,835
20250101,산수2동,14,680
20250101,지산1동,14,715
20250101,지산2동,14,707
20250101,서남동,14,1023
20250101,학동,14,914
20250101,학운동,14,864
20250101,지원1동,14,796
20250101,지원2동,14,866
20250101,충장동,15,1114
20250101,동명동,15,1359
20250101,계림1동,15,961
20250101,계림2동,15,885
20250101,산수1동,15,764
20250101,산수2동,15,706
20250101,지산1동,15,679
20250101,지산2동,15,598
20250101,서남동,15,952
20250101,학동,15,1070
20250101,학운동,15,804
20250101,지원1동,15,769
20250101,지원2동,15,867
20250101,충장동,16,1158
20250101,동명동,16,1297
20250101,계림1동,16,955
20250101,계림2동,16,895
20250101,산수1동,16,779
20250101,산수2동,16,756
20250101,지산1동,16,694
20250101,지산2동,16,709
20250101,서남동,16,1047
20250101,학동,16,904
20250101,학운동,16,869
20250101,지원1동,16,865
20250101,지원2동,16,778
20250101,충장동,17,1180
20250101,동명동,17,1320
20250101,계림1동,17,880
20250101,계림2동,17,877
20250101,산수1동,17,766
20250101,산수2동,17,786
20250101,지산1동,17,683
20250101,지산2동,17,596
20250101,서남동,17,1040
20250101,학동,17,961
20250101,학운동,17,883
20250101,지원1동,17,863
20250101,지원2동,17,757
20250101,충장동,18,1722
20250101,동명동,18,1834
20250101,계림1동,18,1295
20250101,계림2동,18,1209
20250101,산수1동,18,1127
20250101,산수2동,18,1148
20250101,지산1동,18,957
20250101,지산2동,18,1050
20250101,서남동,18,1358
20250101,학동,18,1384
20250101,학운동,18,1179
20250101,지원1동,18,1242
20250101,지원2동,18,1076
20250101,충장동,19,1602
20250101,동명동,19,1881
20250101,계림1동,19,1166
20250101,계림2동,19,1151
20250101,산수1동,19,1069
20250101,산수2동,19,1144
20250101,지산1동,19,964
20250101,지산2동,19,969
20250101,서남동,19,1381
20250101,학동,19,1484
20250101,학운동,19,1346
20250101,지원1동,19,1151
20250101,지원2동,19,1246
20250101,충장동,20,1685
20250101,동명동,20,1756
20250101,계림1동,20,1312
20250101,계림2동,20,1178
20250101,산수1동,20,1044
20250101,산수2동,20,1128
20250101,지산1동,20,1023
20250101,지산2동,20,1050
20250101,서남동,20,1324
20250101,학동,20,1304
20250101,학운동,20,1258
20250101,지원1동,20,1277
20250101,지원2동,20,1228
20250101,충장동,21,1635
20250101,동명동,21,1744
20250101,계림1동,21,1209
20250101,계림2동,21,1228
20250101,산수1동,21,1040
20250101,산수2동,21,1002
20250101,지산1동,21,1039
20250101,지산2동,21,892
20250101,서남동,21,1255
20250101,학동,21,1397
20250101,학운동,21,1196
20250101,지원1동,21,1274
20250101,지원2동,21,1224
20250101,충장동,22,1295
20250101,동명동,22,1307
20250101,계림1동,22,949
20250101,계림2동,22,878
20250101,산수1동,22,896
20250101,산수2동,22,763
20250101,지산1동,22,772
20250101,지산2동,22,767
20250101,서남동,22,1028
20250101,학동,22,1087
20250101,학운동,22,936
20250101,지원1동,22,799
20250101,지원2동,22,721
20250101,충장동,23,1194
20250101,동명동,23,1375
20250101,계림1동,23,983
20250101,계림2동,23,822
20250101,산수1동,23,774
20250101,산수2동,23,658
20250101,지산1동,23,697
20250101,지산2동,23,767
20250101,서남동,23,1039
20250101,학동,23,955
20250101,학운동,23,971
20250101,지원1동,23,926
20250101,지원2동,23,791
20250102,충장동,0,646
20250102,동명동,0,874
20250102,계림1동,0,582
20250102,계림2동,0,527
20250102,산수1동,0,442
20250102,산수2동,0,399
20250102,지산1동,0,499
20250102,지산2동,0,444
20250102,서남동,0,654
20250102,학동,0,559
20250102,학운동,0,520
20250102,지원1동,0,473
20250102,지원2동,0,496
20250102,충장동,1,718
20250102,동명동,1,721
20250102,계림1동,1,465
20250102,계림2동,1,526
20250102,산수1동,1,437
20250102,산수2동,1,352
20250102,지산1동,1,493
20250102,지산2동,1,492
20250102,서남동,1,495
20250102,학동,1,629
20250102,학운동,1,458
20250102,지원1동,1,597
20250102,지원2동,1,501
20250102,충장동,2,661
20250102,동명동,2,723
20250102,계림1동,2,557
20250102,계림2동,2,559
20250102,산수1동,2,448
20250102,산수2동,2,358
20250102,지산1동,2,448
20250102,지산2동,2,460
20250102,서남동,2,622
20250102,학동,2,550
20250102,학운동,2,587
20250102,지원1동,2,546
20250102,지원2동,2,428
20250102,충장동,3,792
20250102,동명동,3,857
20250102,계림1동,3,528
20250102,계림2동,3,495
20250102,산수1동,3,465
20250102,산수2동,3,530
20250102,지산1동,3,514
20250102,지산2동,3,482
20250102,서남동,3,620
20250102,학동,3,549
20250102,학운동,3,466
20250102,지원1동,3,436
20250102,지원2동,3,591
20250102,충장동,4,782
20250102,동명동,4,793
20250102,계림1동,4,453
20250102,계림2동,4,487
20250102,산수1동,4,552
20250102,산수2동,4,458
20250102,지산1동,4,409
20250102,지산2동,4,461
20250102,서남동,4,625
20250102,학동,4,611
20250102,학운동,4,610
20250102,지원1동,4,592
20250102,지원2동,4,577
20250102,충장동,5,645
20250102,동명동,5,690
20250102,계림1동,5,469
20250102,계림2동,5,429
20250102,산수1동,5,573
20250102,산수2동,5,384
20250102,지산1동,5,462
20250102,지산2동,5,360
20250102,서남동,5,641
20250102,학동,5,562
20250102,학운동,5,567
20250102,지원1동,5,580
20250102,지원2동,5,580
20250102,충장동,6,1288
20250102,동명동,6,1378
20250102,계림1동,6,944
20250102,계림2동,6,934
20250102,산수1동,6,849
20250102,산수2동,6,803
20250102,지산1동,6,690
20250102,지산2동,6,671
20250102,서남동,6,986
20250102,학동,6,1060
20250102,학운동,6,966
20250102,지원1동,6,949
20250102,지원2동,6,909
20250102,충장동,7,1165
20250102,동명동,7,1241
20250102,계림1동,7,842
20250102,계림2동,7,780
20250102,산수1동,7,872
20250102,산수2동,7,729
20250102,지산1동,7,799
20250102,지산2동,7,707
20250102,서남동,7,1039
20250102,학동,7,923
20250102,학운동,7,995
20250102,지원1동,7,843
20250102,지원2동,7,872
20250102,충장동,8,1531
20250102,동명동,8,1596
20250102,계림1동,8,980
20250102,계림2동,8,1115
20250102,산수1동,8,940
20250102,산수2동,8,875
20250102,지산1동,8,749
20250102,지산2동,8,908
20250102,서남동,8,1231
20250102,학동,8,1247
20250102,학운동,8,1150
20250102,지원1동,8,938
20250102,지원2동,8,893
20250102,충장동,9,1399
20250102,동명동,9,1607
20250102,계림1동,9,1011
20250102,계림2동,9,941
20250102,산수1동,9,916
20250102,산수2동,9,945
20250102,지산1동,9,880
20250102,지산2동,9,875
20250102,서남동,9,1132
20250102,학동,9,1112
20250102,학운동,9,1133
20250102,지원1동,9,1056
20250102,지원2동,9,991
20250102,충장동,10,1394
20250102,동명동,10,1567
20250102,계림1동,10,1110
20250102,계림2동,10,1108
20250102,산수1동,10,975
20250102,산수2동,10,872
20250102,지산1동,10,938
20250102,지산2동,10,835
20250102,서남동,10,1154
20250102,학동,10,1209
20250102,학운동,10,1072
20250102,지원1동,10,1088
20250102,지원2동,10,909
20250102,충장동,11,1127
20250102,동명동,11,1378
20250102,계림1동,11,921
20250102,계림2동,11,808
20250102,산수1동,11,811
20250102,산수2동,11,700
20250102,지산1동,11,734
20250102,지산2동,11,769
20250102,서남동,11,999
20250102,학동,11,974
20250102,학운동,11,825
20250102,지원1동,11,789
20250102,지원2동,11,892
20250102,충장동,12,1657
20250102,동명동,12,1658
20250102,계림1동,12,1178
20250102,계림2동,12,1066
20250102,산수1동,12,1053
20250102,산수2동,12,1006
20250102,지산1동,12,954
20250102,지산2동,12,803
20250102,서남동,12,1294
20250102,학동,12,1262
20250102,학운동,12,1160
20250102,지원1동,12,1199
20250102,지원2동,12,1065
20250102,충장동,13,1584
20250102,동명동,13,1599
20250102,계림1동,13,1234
20250102,계림2동,13,1063
20250102,산수1동,13,945
20250102,산수2동,13,1058
20250102,지산1동,13,913
20250102,지산2동,13,934
20250102,서남동,13,1217
20250102,학동,13,1217
20250102,학운동,13,1126
20250102,지원1동,13,1038
20250102,지원2동,13,1016
20250102,충장동,14,1130
20250102,동명동,14,1383
20250102,계림1동,14,964
20250102,계림2동,14,904
20250102,산수1동,14,753
20250102,산수2동,14,730
20250102,지산1동,14,743
20250102,지산2동,14,692
20250102,서남동,14,1034
20250102,학동,14,940
20250102,학운동,14,838
20250102,지원1동,14,842
20250102,지원2동,14,805
20250102,충장동,15,1165
20250102,동명동,15,1250
20250102,계림1동,15,966
20250102,계림2동,15,865
20250102,산수1동,15,785
20250102,산수2동,15,821
20250102,지산1동,15,763
20250102,지산2동,15,597
20250102,서남동,15,916
20250102,학동,15,975
20250102,학운동,15,954
20250102,지원1동,15,868
20250102,지원2동,15,906
20250102,충장동,16,1151
20250102,동명동,16,1349
20250102,계림1동,16,863
20250102,계림2동,16,822
20250102,산수1동,16,852
20250102,산수2동,16,806
20250102,지산1동,16,794
20250102,지산2동,16,761
20250102,서남동,16,872
20250102,학동,16,1079
20250102,학운동,16,917
20250102,지원1동,16,873
20250102,지원2동,16,727
20250102,충장동,17,1290
20250102,동명동,17,1374
20250102,계림1동,17,988
20250102,계림2동,17,896
20250102,산수1동,17,741
20250102,산수2동,17,839
20250102,지산1동,17,690
20250102,지산2동,17,657
20250102,서남동,17,995
20250102,학동,17,930
20250102,학운동,17,832
20250102,지원1동,17,935
20250102,지원2동,17,836
20250102,충장동,18,1758
20250102,동명동,18,1857
20250102,계림1동,18,1304
20250102,계림2동,18,1280
20250102,산수1동,18,1184
20250102,산수2동,18,965
20250102,지산1동,18,968
20250102,지산2동,18,1029
20250102,서남동,18,1346
20250102,학동,18,1473
20250102,학운동,18,1309
20250102,지원1동,18,1094
20250102,지원2동,18,1217
20250102,충장동,19,1730
20250102,동명동,19,1760
20250102,계림1동,19,1246
20250102,계림2동,19,1194
20250102,산수1동,19,1022
20250102,산수2동,19,978
20250102,지산1동,19,1040
20250102,지산2동,19,1010
20250102,서남동,19,1418
20250102,학동,19,1437
20250102,학운동,19,1247
20250102,지원1동,19,1107
20250102,지원2동,19,1058
20250102,충장동,20,1602
20250102,동명동,20,1867
20250102,계림1동,20,1344
20250102,계림2동,20,1149
20250102,산수1동,20,1043
20250102,산수2동,20,997
20250102,지산1동,20,949
20250102,지산2동,20,1032
20250102,서남동,20,1244
20250102,학동,20,1468
20250102,학운동,20,1356
20250102,지원1동,20,1094
20250102,지원2동,20,1125
20250102,충장동,21,1605
20250102,동명동,21,1865
20250102,계림1동,21,1258
20250102,계림2동,21,1289
20250102,산수1동,21,1110
20250102,산수2동,21,961
20250102,지산1동,21,980
20250102,지산2동,21,915
20250102,서남동,21,1425
20250102,학동,21,1433
20250102,학운동,21,1247
20250102,지원1동,21,1137
20250102,지원2동,21,1154
20250102,충장동,22,1132
20250102,동명동,22,1290
20250102,계림1동,22,855
20250102,계림2동,22,874
20250102,산수1동,22,850
20250102,산수2동,22,736
20250102,지산1동,22,789
20250102,지산2동,22,769
20250102,서남동,22,960
20250102,학동,22,987
20250102,학운동,22,810
20250102,지원1동,22,865
20250102,지원2동,22,825
20250102,충장동,23,1214
20250102,동명동,23,1353
20250102,계림1동,23,828
20250102,계림2동,23,805
20250102,산수1동,23,718
20250102,산수2동,23,752
20250102,지산1동,23,715
20250102,지산2동,23,606
20250102,서남동,23,913
20250102,학동,23,1029
20250102,학운동,23,912
20250102,지원1동,23,776
20250102,지원2동,23,856
20250103,충장동,0,751
20250103,동명동,0,781
20250103,계림1동,0,487
20250103,계림2동,0,421
20250103,산수1동,0,501
20250103,산수2동,0,407
20250103,지산1동,0,504
20250103,지산2동,0,376
20250103,서남동,0,563
20250103,학동,0,536
20250103,학운동,0,562
20250103,지원1동,0,471
20250103,지원2동,0,579
20250103,충장동,1,788
20250103,동명동,1,711
20250103,계림1동,1,462
20250103,계림2동,1,532
20250103,산수1동,1,530
20250103,산수2동,1,370
20250103,지산1동,1,370
20250103,지산2동,1,435
20250103,서남동,1,667
20250103,학동,1,627
20250103,학운동,1,611
20250103,지원1동,1,521
20250103,지원2동,1,422
20250103,충장동,2,806
20250103,동명동,2,849
20250103,계림1동,2,569
20250103,계림2동,2,438
20250103,산수1동,2,501
20250103,산수2동,2,351
20250103,지산1동,2,492
20250103,지산2동,2,388
20250103,서남동,2,640
20250103,학동,2,568
20250103,학운동,2,443
20250103,지원1동,2,503
20250103,지원2동,2,445
20250103,충장동,3,650
20250103,동명동,3,772
20250103,계림1동,3,612
20250103,계림2동,3,506
20250103,산수1동,3,567
20250103,산수2동,3,428
20250103,지산1동,3,376
20250103,지산2동,3,472
20250103,서남동,3,477
20250103,학동,3,667
20250103,학운동,3,572
20250103,지원1동,3,552
20250103,지원2동,3,473
20250103,충장동,4,639
20250103,동명동,4,781
20250103,계림1동,4,549
20250103,계림2동,4,490
20250103,산수1동,4,438
20250103,산수2동,4,461
20250103,지산1동,4,480
20250103,지산2동,4,405
20250103,서남동,4,609
20250103,학동,4,659
20250103,학운동,4,491
20250103,지원1동,4,518
20250103,지원2동,4,558
20250103,충장동,5,658
20250103,동명동,5,737
20250103,계림1동,5,458
20250103,계림2동,5,430
20250103,산수1동,5,424
20250103,산수2동,5,404
20250103,지산1동,5,320
20250103,지산2동,5,465
20250103,서남동,5,514
20250103,학동,5,601
20250103,학운동,5,623
20250103,지원1동,5,470
20250103,지원2동,5,469
20250103,충장동,6,1237
20250103,동명동,6,1289
20250103,계림1동,6,907
20250103,계림2동,6,864
20250103,산수1동,6,841
20250103,산수2동,6,781
20250103,지산1동,6,742
20250103,지산2동,6,757
20250103,서남동,6,902
20250103,학동,6,959
20250103,학운동,6,894
20250103,지원1동,6,860
20250103,지원2동,6,796
20250103,충장동,7,1127
20250103,동명동,7,1370
20250103,계림1동,7,812
20250103,계림2동,7,895
20250103,산수1동,7,739
20250103,산수2동,7,742
20250103,지산1동,7,614
20250103,지산2동,7,689
20250103,서남동,7,907
20250103,학동,7,1013
20250103,학운동,7,801
20250103,지원1동,7,934
20250103,지원2동,7,857
20250103,충장동,8,1381
20250103,동명동,8,1548
20250103,계림1동,8,1034
20250103,계림2동,8,1006
20250103,산수1동,8,900
20250103,산수2동,8,821
20250103,지산1동,8,779
20250103,지산2동,8,825
20250103,서남동,8,1194
20250103,학동,8,1233
20250103,학운동,8,1008
20250103,지원1동,8,942
20250103,지원2동,8,1038
20250103,충장동,9,1484
20250103,동명동,9,1596
20250103,계림1동,9,1034
20250103,계림2동,9,976
20250103,산수1동,9,901
20250103,산수2동,9,854
20250103,지산1동,9,872
20250103,지산2동,9,907
20250103,서남동,9,1094
20250103,학동,9,1266
20250103,학운동,9,1087
20250103,지원1동,9,951
20250103,지원2동,9,927
20250103,충장동,10,1366
20250103,동명동,10,1586
20250103,계림1동,10,1015
20250103,계림2동,10,985
20250103,산수1동,10,991
20250103,산수2동,10,852
20250103,지산1동,10,880
20250103,지산2동,10,863
20250103,서남동,10,1053
20250103,학동,10,1134
20250103,학운동,10,1120
20250103,지원1동,10,1068
20250103,지원2동,10,989
20250103,충장동,11,1113
20250103,동명동,11,1364
20250103,계림1동,11,873
20250103,계림2동,11,865
20250103,산수1동,11,730
20250103,산수2동,11,800
20250103,지산1동,11,610
20250103,지산2동,11,692
20250103,서남동,11,951
20250103,학동,11,961
20250103,학운동,11,829
20250103,지원1동,11,919
20250103,지원2동,11,723
20250103,충장동,12,1582
20250103,동명동,12,1776
20250103,계림1동,12,1210
20250103,계림2동,12,1201
20250103,산수1동,12,1076
20250103,산수2동,12,957
20250103,지산1동,12,894
20250103,지산2동,12,894
20250103,서남동,12,1154
20250103,학동,12,1373
20250103,학운동,12,1113
20250103,지원1동,12,1170
20250103,지원2동,12,1086
20250103,충장동,13,1579
20250103,동명동,13,1640
20250103,계림1동,13,1178
20250103,계림2동,13,1141
20250103,산수1동,13,1037
20250103,산수2동,13,925
20250103,지산1동,13,871
20250103,지산2동,13,977
20250103,서남동,13,1177
20250103,학동,13,1302
20250103,학운동,13,1240
20250103,지원1동,13,1183
20250103,지원2동,13,995
20250103,충장동,14,1122
20250103,동명동,14,1317
20250103,계림1동,14,923
20250103,계림2동,14,857
20250103,산수1동,14,867
20250103,산수2동,14,789
20250103,지산1동,14,772
20250103,지산2동,14,614
20250103,서남동,14,1041
20250103,학동,14,1078
20250103,학운동,14,944
20250103,지원1동,14,774
20250103,지원2동,14,917
20250103,충장동,15,1122
20250103,동명동,15,1307
20250103,계림1동,15,869
20250103,계림2동,15,757
20250103,산수1동,15,732
20250103,산수2동,15,716
20250103,지산1동,15,684
20250103,지산2동,15,740
20250103,서남동,15,873
20250103,학동,15,980
20250103,학운동,15,915
20250103,지원1동,15,877
20250103,지원2동,15,904
20250103,충장동,16,1200
20250103,동명동,16,1283
20250103,계림1동,16,882
20250103,계림2동,16,870
20250103,산수1동,16,734
20250103,산수2동,16,784
20250103,지산1동,16,728
20250103,지산2동,16,594
20250103,서남동,16,996
20250103,학동,16,1046
20250103,학운동,16,876
20250103,지원1동,16,816
20250103,지원2동,16,889
20250103,충장동,17,1112
20250103,동명동,17,1305
20250103,계림1동,17,981
20250103,계림2동,17,776
20250103,산수1동,17,765
20250103,산수2동,17,845
20250103,지산1동,17,618
20250103,지산2동,17,630
20250103,서남동,17,932
20250103,학동,17,1069
20250103,학운동,17,898
20250103,지원1동,17,904
20250103,지원2동,17,871
20250103,충장동,18,1629
20250103,동명동,18,1729
20250103,계림1동,18,1250
20250103,계림2동,18,1129
20250103,산수1동,18,1188
20250103,산수2동,18,1040
20250103,지산1동,18,973
20250103,지산2동,18,1028
20250103,서남동,18,1241
20250103,학동,18,1371
20250103,학운동,18,1174
20250103,지원1동,18,1174
20250103,지원2동,18,1087
20250103,충장동,19,1628
20250103,동명동,19,1789
20250103,계림1동,19,1261
20250103,계림2동,19,1212
20250103,산수1동,19,1216
20250103,산수2동,19,1045
20250103,지산1동,19,982
20250103,지산2동,19,968
20250103,서남동,19,1374
20250103,학동,19,1436
20250103,학운동,19,1201
20250103,지원1동,19,1100
20250103,지원2동,19,1056
20250103,충장동,20,1738
20250103,동명동,20,1875
20250103,계림1동,20,1336
20250103,계림2동,20,1265
20250103,산수1동,20,1096
20250103,산수2동,20,1096
20250103,지산1동,20,1005
20250103,지산2동,20,966
20250103,서남동,20,1392
20250103,학동,20,1444
20250103,학운동,20,1290
20250103,지원1동,20,1104
20250103,지원2동,20,1081
20250103,충장동,21,1613
20250103,동명동,21,1907
20250103,계림1동,21,1206
20250103,계림2동,21,1117
20250103,산수1동,21,1066
20250103,산수2동,21,1006
20250103,지산1동,21,980
20250103,지산2동,21,926
20250103,서남동,21,1354
20250103,학동,21,1410
20250103,학운동,21,1275
20250103,지원1동,21,1132
20250103,지원2동,21,1245
20250103,충장동,22,1168
20250103,동명동,22,1262
20250103,계림1동,22,890
20250103,계림2동,22,803
20250103,산수1동,22,783
20250103,산수2동,22,809
20250103,지산1동,22,667
20250103,지산2동,22,735
20250103,서남동,22,903
20250103,학동,22,1048
20250103,학운동,22,937
20250103,지원1동,22,870
20250103,지원2동,22,882
20250103,충장동,23,1241
20250103,동명동,23,1335
20250103,계림1동,23,995
20250103,계림2동,23,827
20250103,산수1동,23,896
20250103,산수2동,23,848
20250103,지산1동,23,754
20250103,지산2동,23,676
20250103,서남동,23,989
20250103,학동,23,1038
20250103,학운동,23,937
20250103,지원1동,23,837
20250103,지원2동,23,736
20250104,충장동,0,950
20250104,동명동,0,890
20250104,계림1동,0,583
20250104,계림2동,0,558
20250104,산수1동,0,531
20250104,산수2동,0,453
20250104,지산1동,0,594
20250104,지산2동,0,451
20250104,서남동,0,706
20250104,학동,0,703
20250104,학운동,0,685
20250104,지원1동,0,701
20250104,지원2동,0,536
20250104,충장동,1,786
20250104,동명동,1,966
20250104,계림1동,1,607
20250104,계림2동,1,661
20250104,산수1동,1,486
20250104,산수2동,1,591
20250104,지산1동,1,555
20250104,지산2동,1,466
20250104,서남동,1,629
20250104,학동,1,649
20250104,학운동,1,660
20250104,지원1동,1,663
20250104,지원2동,1,513
20250104,충장동,2,921
20250104,동명동,2,861
20250104,계림1동,2,673
20250104,계림2동,2,677
20250104,산수1동,2,477
20250104,산수2동,2,460
20250104,지산1동,2,581
20250104,지산2동,2,511
20250104,서남동,2,691
20250104,학동,2,713
20250104,학운동,2,644
20250104,지원1동,2,610
20250104,지원2동,2,632
20250104,충장동,3,916
20250104,동명동,3,936
20250104,계림1동,3,549
20250104,계림2동,3,590
20250104,산수1동,3,485
20250104,산수2동,3,526
20250104,지산1동,3,593
20250104,지산2동,3,515
20250104,서남동,3,597
20250104,학동,3,678
20250104,학운동,3,567
20250104,지원1동,3,645
20250104,지원2동,3,534
20250104,충장동,4,921
20250104,동명동,4,871
20250104,계림1동,4,648
20250104,계림2동,4,540
20250104,산수1동,4,488
20250104,산수2동,4,479
20250104,지산1동,4,524
20250104,지산2동,4,465
20250104,서남동,4,774
20250104,학동,4,732
20250104,학운동,4,581
20250104,지원1동,4,595
20250104,지원2동,4,605
20250104,충장동,5,927
20250104,동명동,5,985
20250104,계림1동,5,618
20250104,계림2동,5,656
20250104,산수1동,5,510
20250104,산수2동,5,445
20250104,지산1동,5,541
20250104,지산2동,5,521
20250104,서남동,5,686
20250104,학동,5,737
20250104,학운동,5,553
20250104,지원1동,5,623
20250104,지원2동,5,669
20250104,충장동,6,1419
20250104,동명동,6,1490
20250104,계림1동,6,1040
20250104,계림2동,6,1111
20250104,산수1동,6,981
20250104,산수2동,6,878
20250104,지산1동,6,741
20250104,지산2동,6,857
20250104,서남동,6,1140
20250104,학동,6,1119
20250104,학운동,6,1058
20250104,지원1동,6,1068
20250104,지원2동,6,913
20250104,충장동,7,1415
20250104,동명동,7,1556
20250104,계림1동,7,1084
20250104,계림2동,7,1098
20250104,산수1동,7,893
20250104,산수2동,7,920
20250104,지산1동,7,856
20250104,지산2동,7,748
20250104,서남동,7,1202
20250104,학동,7,1207
20250104,학운동,7,1011
20250104,지원1동,7,1041
20250104,지원2동,7,1075
20250104,충장동,8,1653
20250104,동명동,8,1775
20250104,계림1동,8,1335
20250104,계림2동,8,1246
20250104,산수1동,8,1249
20250104,산수2동,8,1153
20250104,지산1동,8,1011
20250104,지산2동,8,1069
20250104,서남동,8,1276
20250104,학동,8,1412
20250104,학운동,8,1272
20250104,지원1동,8,1141
20250104,지원2동,8,1250
20250104,충장동,9,1663
20250104,동명동,9,1813
20250104,계림1동,9,1232
20250104,계림2동,9,1199
20250104,산수1동,9,1110
20250104,산수2동,9,1082
20250104,지산1동,9,1079
20250104,지산2동,9,928
20250104,서남동,9,1332
20250104,학동,9,1450
20250104,학운동,9,1386
20250104,지원1동,9,1203
20250104,지원2동,9,1161
20250104,충장동,10,1802
20250104,동명동,10,1818
20250104,계림1동,10,1384
20250104,계림2동,10,1265
20250104,산수1동,10,1054
20250104,산수2동,10,1115
20250104,지산1동,10,917
20250104,지산2동,10,901
20250104,서남동,10,1327
20250104,학동,10,1459
20250104,학운동,10,1384
20250104,지원1동,10,1240
20250104,지원2동,10,1222
20250104,충장동,11,1506
20250104,동명동,11,1589
20250104,계림1동,11,1163
20250104,계림2동,11,1109
20250104,산수1동,11,1040
